taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
5788886	Ficedula albicilla (Pallas, 1811)	5788886	Ficedula albicilla (Pallas, 1811)	2408	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Ficedula	2492596	Ficedula albicilla	5788886	LC
2891770	Impatiens glandulifera Royle	2891770	Impatiens glandulifera Royle	44305	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Balsaminaceae	6699	Impatiens	2891766	Impatiens glandulifera	2891770	
4936879	Rhododendron oldhamii Maxim.	4936879	Rhododendron oldhamii Maxim.	875	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Rhododendron	2883026	Rhododendron oldhamii	4936879	
3064943	Euphorbia marginata Pursh	3064943	Euphorbia marginata Pursh	6947	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia marginata	3064943	
2465884	Calotes emma Gray, 1845	2465884	Calotes emma Gray, 1845	1906	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Agamidae	9199	Calotes	2466496	Calotes emma	2465884	LC
2882894	Vaccinium ovalifolium Sm.	2882894	Vaccinium ovalifolium Sm.	3023	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium ovalifolium	2882894	
1991429	Haematopis grataria (Fabricius, 1798)	1991429	Haematopis grataria (Fabricius, 1798)	13025	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Haematopis	1991426	Haematopis grataria	1991429	
7287732	Oreocallis grandiflora (Lam.) R.Br.	7287732	Oreocallis grandiflora (Lam.) R.Br.	476	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Proteales	400	Proteaceae	2414	Oreocallis	3232557	Oreocallis grandiflora	7287732	LC
4262315	Odocoileus hemionus fuliginatus Cowan, 1933	4262315	Odocoileus hemionus fuliginatus Cowan, 1933	2649	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	
12126958	Populus nigra f. italica (Münchh.) C.W.Christ.	7358677	Populus nigra var. italica (Moench) Koehne	736	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Populus	3040183	Populus nigra	3040227	
6066221	Aviceda jerdoni borneensis (Bruggemann, 1876)	6066221	Aviceda jerdoni borneensis (Bruggemann, 1876)	131	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aviceda	2480703	Aviceda jerdoni	2480708	
3925003	Anemone multifida var. stylosa (A.Nelson) B.E.Dutton & Keener	3925003	Anemone multifida var. stylosa (A.Nelson) B.E.Dutton & Keener	10	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemone	3016227	Anemone multifida	3033252	
7693200	Arundina graminifolia subsp. graminifolia	7693200	Arundina graminifolia subsp. graminifolia	2	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Arundina	2795520	Arundina graminifolia	2795522	
2767059	Agave cordillerensis Lodé & Pino	2767032	Agave americana subsp. americana	1587	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Agave	2766430	Agave americana	2767031	
9088337	Sapajus apella apella (Linnaeus, 1758)	9088337	Sapajus apella apella (Linnaeus, 1758)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Sapajus	4827386	Sapajus apella	7477334	
6223889	Euploea tulliolus palawana (Fruhstorfer, 1900)	6223889	Euploea tulliolus palawana (Fruhstorfer, 1900)	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Euploea	1916794	Euploea tulliolus	5136939	
1017372	Helicorthomorpha holstii (Pocock, 1895)	1017372	Helicorthomorpha holstii (Pocock, 1895)	1413	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Diplopoda	361	Polydesmida	1247	Paradoxosomatidae	4029	Helicorthomorpha	1017371	Helicorthomorpha holstii	1017372	
5881402	Parantica sita niphonica Moore, 1883	5881402	Parantica sita niphonica Moore, 1883	235	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Parantica	1897659	Parantica sita	1897664	
5614537	Marcgravia umbellata L.	5614537	Marcgravia umbellata L.	60	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Marcgraviaceae	6643	Marcgravia	3189414	Marcgravia umbellata	5614537	
8408921	Opuntia fragilis var. fragilis	5384113	Opuntia fragilis (Nutt.) Haw.	5	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Opuntia	3084187	Opuntia fragilis	5384113	
2427185	Lithobates pipiens (Schreber, 1782)	2427185	Lithobates pipiens (Schreber, 1782)	44827	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Lithobates	2427046	Lithobates pipiens	2427185	LC
7547447	Aquilegia flavescens var. flavescens	3033208	Aquilegia flavescens S.Watson	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Aquilegia	3033167	Aquilegia flavescens	3033208	
6160733	Emoia atrocostata freycineti (Duméril & Bibron, 1839)	6160733	Emoia atrocostata freycineti (Duméril & Bibron, 1839)	9	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Scincidae	9115	Emoia	2463307	Emoia atrocostata	2463327	
3087173	Ratibida columnifera (Nutt.) Wooton & Standl.	3087173	Ratibida columnifera (Nutt.) Wooton & Standl.	24875	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Ratibida	3087170	Ratibida columnifera	3087173	
7686106	Lantana camara subsp. camara	7686106	Lantana camara subsp. camara	19	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Verbenaceae	6689	Lantana	2925302	Lantana camara	2925303	
8950036	Trifolium campestre subsp. paphium Meikle	8950036	Trifolium campestre subsp. paphium Meikle	2	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Trifolium	2973363	Trifolium campestre	5359477	
5786642	Neotamias minimus (Bachman, 1839)	2437432	Tamias minimus Bachman, 1839	3898	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Tamias	2437422	Tamias minimus	2437432	
2381309	Kyphosus cinerascens (Forsskål, 1775)	2381309	Kyphosus cinerascens (Forsskål, 1775)	1004	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Kyphosidae	4279	Kyphosus	2381286	Kyphosus cinerascens	2381309	LC
2795522	Arundina graminifolia (D.Don) Hochr.	2795522	Arundina graminifolia (D.Don) Hochr.	4412	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Arundina	2795520	Arundina graminifolia	2795522	
6223019	Danaus affinis artenice (Cramer, 1781)	6223019	Danaus affinis artenice (Cramer, 1781)	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus affinis	6100725	
8279572	Alnus alnobetula subsp. crispa (Aiton) Raus	8279572	Alnus alnobetula subsp. crispa (Aiton) Raus	1133	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Alnus	2876099	Alnus alnobetula	8956987	
2705162	Panicum capillare L.	2705162	Panicum capillare L.	2986	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Panicum	2705064	Panicum capillare	2705162	
5229094	Enicognathus ferrugineus (Statius Muller, 1776)	5229094	Enicognathus ferrugineus (Statius Muller, 1776)	813	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Enicognathus	2479586	Enicognathus ferrugineus	5229094	LC
6164841	Sylvilagus floridanus macrocorpus Diersing & Wilson, 1980	2436886	Sylvilagus floridanus (J.A.Allen, 1890)	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Sylvilagus	2436839	Sylvilagus floridanus	2436886	
6094297	Alophoixus phaeocephalus connectens Chasen & Kloss, 1929	6094297	Alophoixus phaeocephalus connectens Chasen & Kloss, 1929	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Alophoixus	2486191	Alophoixus phaeocephalus	2486196	
1320410	Paraponera clavata (Fabricius, 1775)	1320410	Paraponera clavata (Fabricius, 1775)	3597	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Paraponera	1320409	Paraponera clavata	1320410	
5246359	Favolus brasiliensis (Fr.) Fr.	5246358	Favolus tenuiculus P.Beauv.	3328	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Favolus	7523802	Favolus tenuiculus	5246358	
2996831	Rubus formosensis Kuntze	2996831	Rubus formosensis Kuntze	1093	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus formosensis	2996831	
2984306	Gunnera tinctoria (Molina) Mirb.	2984306	Gunnera tinctoria (Molina) Mirb.	2144	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gunnerales	7219294	Gunneraceae	6695	Gunnera	2984296	Gunnera tinctoria	2984306	
5113844	Aedia olivescens (Guenée, 1852)	5113853	Aedia leucomelas (Linnaeus, 1758)	13	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Aedia	8782295	Aedia leucomelas	5113853	
2427639	Osteocephalus taurinus Steindachner, 1862	2427639	Osteocephalus taurinus Steindachner, 1862	748	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Osteocephalus	2427621	Osteocephalus taurinus	2427639	LC
2685363	Abies lasiocarpa var. lasiocarpa	2685363	Abies lasiocarpa var. lasiocarpa	36	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Abies	2684876	Abies lasiocarpa	2685313	
4709019	Pithecops dionisius (Boisduval, 1832)	4709019	Pithecops dionisius (Boisduval, 1832)	62	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Pithecops	1927390	Pithecops dionisius	4709019	
6159809	Sceloporus occidentalis taylori Camp, 1916	6159809	Sceloporus occidentalis taylori Camp, 1916	95	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Phrynosomatidae	5016	Sceloporus	2451143	Sceloporus occidentalis	2451234	
6300531	Petasites japonicus subsp. japonicus	6300531	Petasites japonicus subsp. japonicus	2	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Petasites	10717129	Petasites japonicus	3088310	
3884592	Minthostachys mollis var. mandoniana (Briq.) Schmidt-Leb.	3884592	Minthostachys mollis var. mandoniana (Briq.) Schmidt-Leb.	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Minthostachys	7306763	Minthostachys mollis	7306778	
5295813	Anticlea elegans (Pursh) Rydb.	5295813	Anticlea elegans (Pursh) Rydb.	6822	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Melanthiaceae	7700	Anticlea	7508857	Anticlea elegans	5295813	
2762683	Musa acuminata subsp. truncata (Ridl.) Kiew	2762683	Musa acuminata subsp. truncata (Ridl.) Kiew	18	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	
7265331	Sticherus truncatus (Willd.) Nakai	7265331	Sticherus truncatus (Willd.) Nakai	268	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Gleicheniales	7229400	Gleicheniaceae	6621	Sticherus	7392014	Sticherus truncatus	7265331	
7126715	Drynaria quercifolia (L.) J.Sm.	7126715	Drynaria quercifolia (L.) J.Sm.	396	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Drynaria	7126669	Drynaria quercifolia	7126715	
3082562	Couroupita guianensis Aubl.	3082562	Couroupita guianensis Aubl.	1732	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Lecythidaceae	3990	Couroupita	3082553	Couroupita guianensis	3082562	LC
1937580	Byasa dasarada (Moore, 1857)	1937580	Byasa dasarada (Moore, 1857)	119	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Papilionidae	9417	Byasa	1937555	Byasa dasarada	1937580	LC
2601511	Pseudocyphellaria physciospora (Nyl.) Malme	2601506	Pseudocyphellaria faveolata (Delise) Malme	1	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Peltigerales	1055	Lobariaceae	8375	Pseudocyphellaria	2601421	Pseudocyphellaria faveolata	2601506	
8242404	Saguinus weddelli (Deville, 1849)	9530430	Leontocebus weddelli (Deville, 1849)	110	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Leontocebus	5428933	Leontocebus weddelli	9530430	
2759896	Etlingera elatior (Jack) R.M.Sm.	2759896	Etlingera elatior (Jack) R.M.Sm.	3264	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Zingiberaceae	4687	Etlingera	2759895	Etlingera elatior	2759896	DD
10232545	Dasymutilla vestita (Lepeletier, 1845)	10232545	Dasymutilla vestita (Lepeletier, 1845)	1990	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Mutillidae	7912	Dasymutilla	1312355	Dasymutilla vestita	10232545	
5405417	Dyssodia papposa (Vent.) A.Hitchc.	5405417	Dyssodia papposa (Vent.) A.Hitchc.	1760	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Dyssodia	5405414	Dyssodia papposa	5405417	
2873876	Linum lewisii Pursh	2873876	Linum lewisii Pursh	7491	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Linaceae	2493	Linum	2873855	Linum lewisii	2873876	
5411327	Campanula alaskana (A.Gray) W.Wight ex J.P.Anderson	5411327	Campanula alaskana (A.Gray) W.Wight ex J.P.Anderson	4518	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Campanulaceae	8801	Campanula	3161935	Campanula alaskana	5411327	
7124132	Embothrium coccineum J.R.Forst. & G.Forst.	7124132	Embothrium coccineum J.R.Forst. & G.Forst.	1807	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Proteales	400	Proteaceae	2414	Embothrium	7124049	Embothrium coccineum	7124132	LC
5113853	Aedia leucomelas (Linnaeus, 1758)	5113853	Aedia leucomelas (Linnaeus, 1758)	2912	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Aedia	8782295	Aedia leucomelas	5113853	
2459758	Stenocercus caducus (Cope, 1862)	2459758	Stenocercus caducus (Cope, 1862)	43	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Tropiduridae	9116	Stenocercus	2459733	Stenocercus caducus	2459758	LC
7678207	Persicaria amphibia var. amphibia	7678207	Persicaria amphibia var. amphibia	8	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Persicaria	6390748	Persicaria amphibia	6391648	
9204044	Callospermophilus lateralis mitratus (A.H.Howell, 1931)	9204044	Callospermophilus lateralis mitratus (A.H.Howell, 1931)	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Callospermophilus	4827935	Callospermophilus lateralis	7593288	
1935078	Amarynthis meneria (Cramer, 1776)	1935078	Amarynthis meneria (Cramer, 1776)	753	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Riodinidae	1933999	Amarynthis	1935072	Amarynthis meneria	1935078	
6237956	Hypolycaena erylus gamatius Fruhstorfer, 1912	6237956	Hypolycaena erylus gamatius Fruhstorfer, 1912	8	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Hypolycaena	1932194	Hypolycaena erylus	1932273	
7227350	Musa acuminata subsp. acuminata	7227350	Musa acuminata subsp. acuminata	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	
5372892	Salix amygdaloides Andersson	5372892	Salix amygdaloides Andersson	669	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Salix	3039576	Salix amygdaloides	5372892	LC
4157493	Begonia bracteosa A.DC.	4157493	Begonia bracteosa A.DC.	347	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Begoniaceae	6638	Begonia	2874710	Begonia bracteosa	4157493	
4234365	Pilosella aurantiaca subsp. auropurpurea (Peter) Soják	4234365	Pilosella aurantiaca subsp. auropurpurea (Peter) Soják	6	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pilosella	8179194	Pilosella aurantiaca	3122924	
7223887	Oenothera cespitosa subsp. cespitosa	7223887	Oenothera cespitosa subsp. cespitosa	74	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Oenothera	3188799	Oenothera cespitosa	3188809	
3188513	Melastoma candidum D.Don	5834766	Melastoma malabathricum subsp. malabathricum	3404	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Melastoma	3188510	Melastoma malabathricum	3188511	
1342178	Xylocopa latipes (Drury, 1773)	1342178	Xylocopa latipes (Drury, 1773)	1862	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Xylocopa	1342048	Xylocopa latipes	1342178	
6160056	Calotes emma alticristatus Schmidt, 1925	6160056	Calotes emma alticristatus Schmidt, 1925	19	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Agamidae	9199	Calotes	2466496	Calotes emma	2465884	
2890865	Geranium richardsonii Fisch. & Trautv.	2890865	Geranium richardsonii Fisch. & Trautv.	5448	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Geraniales	624	Geraniaceae	4676	Geranium	2889949	Geranium richardsonii	2890865	
2964363	Lupinus polyphyllus var. pallidipes (A.Heller) C.P.Sm.	2964363	Lupinus polyphyllus var. pallidipes (A.Heller) C.P.Sm.	5	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lupinus	2963774	Lupinus polyphyllus	2964355	
2762730	Musa acuminata var. tomentosa (Warb. ex K.Schum.) Nasution	2762730	Musa acuminata var. tomentosa (Warb. ex K.Schum.) Nasution	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	
6160734	Emoia atrocostata australis Brown, 1991	6160734	Emoia atrocostata australis Brown, 1991	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Scincidae	9115	Emoia	2463307	Emoia atrocostata	2463327	
5002722	Tetraopes tetrophthalmus (Forster, 1771)	5002722	Tetraopes tetrophthalmus (Forster, 1771)	29674	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Tetraopes	5002702	Tetraopes tetrophthalmus	5002722	
5616274	Caltha caespitosa Schipcz.	8380066	Caltha palustris var. radicans (T.F.Forst.) Beck	9	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Caltha	3033282	Caltha palustris	5371685	
6066824	Erethizon dorsatus (Linnaeus, 1758)	6066824	Erethizon dorsatus (Linnaeus, 1758)	18286	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Erethizontidae	5498	Erethizon	2437593	Erethizon dorsatus	6066824	LC
2925532	Verbena bracteata Cav. ex Lag. & Rodr.	2925532	Verbena bracteata Cav. ex Lag. & Rodr.	5671	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Verbenaceae	6689	Verbena	2925470	Verbena bracteata	2925532	
2762687	Musa acuminata subsp. malaccensis (Ridl.) N.W.Simmonds	2762687	Musa acuminata subsp. malaccensis (Ridl.) N.W.Simmonds	52	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	
6375583	Caltha arctica R.Br.	8380066	Caltha palustris var. radicans (T.F.Forst.) Beck	116	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Caltha	3033282	Caltha palustris	5371685	
7346215	Eurema andersoni andersoni	7346215	Eurema andersoni andersoni	52	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pieridae	5481	Eurema	1920283	Eurema andersoni	5137823	
4262336	Odocoileus hemionus sheldoni Goldman, 1939	4262336	Odocoileus hemionus sheldoni Goldman, 1939	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	
7319342	Dryopteris crassirhizoma Nakai	7319342	Dryopteris crassirhizoma Nakai	373	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Dryopteris	2651126	Dryopteris crassirhizoma	7319342	
1311698	Vespula pensylvanica (de Saussure, 1857)	1311698	Vespula pensylvanica (de Saussure, 1857)	13539	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Vespidae	4490	Vespula	1311631	Vespula pensylvanica	1311698	
5391861	Bidens alba (L.) DC.	5391861	Bidens alba (L.) DC.	50539	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Bidens	3105856	Bidens alba	5391861	
2398191	Dischistodus perspicillatus (Cuvier, 1830)	2398191	Dischistodus perspicillatus (Cuvier, 1830)	613	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Pomacentridae	4499	Dischistodus	2398188	Dischistodus perspicillatus	2398191	LC
7328314	Cassiope mertensiana subsp. mertensiana	8368344	Cassiope mertensiana (Bong.) D.Don	22	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Cassiope	2882766	Cassiope mertensiana	8368344	
2683021	Dendroligotrichum dendroides (Brid. ex Hedw.) Broth.	2683021	Dendroligotrichum dendroides (Brid. ex Hedw.) Broth.	138	SPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Dendroligotrichum	2683020	Dendroligotrichum dendroides	2683021	
1909241	Lasiophila orbifera Butler, 1868	1909241	Lasiophila orbifera Butler, 1868	88	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Lasiophila	1909217	Lasiophila orbifera	1909241	
1317388	Oecophylla smaragdina (Fabricius, 1775)	1317388	Oecophylla smaragdina (Fabricius, 1775)	18374	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Oecophylla	1317383	Oecophylla smaragdina	1317388	
7227751	Platanthera dilatata var. dilatata	7227751	Platanthera dilatata var. dilatata	301	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Platanthera	2797839	Platanthera dilatata	2797036	
9398198	Arundina graminifolia subsp. caespitosa (Aver.) H.A.Pedersen & Schuit.	9398198	Arundina graminifolia subsp. caespitosa (Aver.) H.A.Pedersen & Schuit.	13	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Arundina	2795520	Arundina graminifolia	2795522	
2984573	Artocarpus altilis (Parkinson) Fosberg	2984573	Artocarpus altilis (Parkinson) Fosberg	2086	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Artocarpus	2984563	Artocarpus altilis	2984573	VU
7193833	Notophthalmus viridescens viridescens (Rafinesque, 1820)	5218390	Notophthalmus viridescens (Rafinesque, 1820)	9849	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Salamandridae	6750	Notophthalmus	3241039	Notophthalmus viridescens	5218390	
3033160	Thalictrum dasycarpum Fisch., C.A.Mey. & Avé-Lall.	3033160	Thalictrum dasycarpum Fisch., C.A.Mey. & Avé-Lall.	1505	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Thalictrum	3033112	Thalictrum dasycarpum	3033160	
